Original: get|permission , predicted 1st: get|permission
Original: remove|light , predicted 1st: remove
Original: remove|light , predicted 1st: remove|dir
Original: remove|light , predicted 1st: remove|point
Original: has|light , predicted 1st: contains
Original: has|light , predicted 1st: is|dir
Original: has|light , predicted 1st: is|point|point
Original: update , predicted 1st: run
Original: begin , predicted 1st: set
Original: begin , predicted 1st: set|iterator
Original: begin|pass , predicted 1st: begin
Original: end , predicted 1st: clean|up
Original: end , predicted 1st: end|end
Original: end|pass , predicted 1st: end
Original: next , predicted 1st: 
Original: intercept|camera , predicted 1st: get
Original: next|directional , predicted 1st: get|current|properties
Original: next|spot , predicted 1st: get
Original: next|point , predicted 1st: get|current|editor
Original: process|viewport , predicted 1st: 
Original: get|directional|cameras , predicted 1st: get|dir
Original: get|spot|cameras , predicted 1st: get
Original: get|point|cameras , predicted 1st: get|point
Original: get|texture , predicted 1st: get|buffer|buffer
Original: get|current|light|properties , predicted 1st: get|current|properties
Original: get|current|light , predicted 1st: get|current
Original: get|current|pass , predicted 1st: get|current|current
Original: dispose , predicted 1st: dispose
Original: gl|read|buffer , predicted 1st: set
Original: gl|draw|range|elements , predicted 1st: draw|content|range
Original: gl|draw|range|elements , predicted 1st: draw|range|range
Original: gl|tex|image|d , predicted 1st: draw|border
Original: gl|tex|image|d , predicted 1st: draw|border
Original: gl|tex|sub|image|d , predicted 1st: 
Original: gl|tex|sub|image|d , predicted 1st: 
Original: gl|copy|tex|sub|image|d , predicted 1st: image
Original: gl|gen|queries , predicted 1st: queries
Original: gl|gen|queries , predicted 1st: queries
Original: gl|delete|queries , predicted 1st: delete|queries
Original: gl|delete|queries , predicted 1st: delete|queries
Original: gl|is|query , predicted 1st: is|query
Original: gl|begin|query , predicted 1st: query|query
Original: gl|end|query , predicted 1st: end
Original: gl|get|queryiv , predicted 1st: 
Original: gl|get|query|objectuiv , predicted 1st: query
Original: gl|unmap|buffer , predicted 1st: 
Original: gl|get|buffer|pointerv , predicted 1st: get|buffer
Original: gl|draw|buffers , predicted 1st: 
Original: gl|uniform|matrix|x|fv , predicted 1st: 
Original: gl|uniform|matrix|x|fv , predicted 1st: 
Original: gl|uniform|matrix|x|fv , predicted 1st: 
Original: gl|uniform|matrix|x|fv , predicted 1st: 
Original: gl|uniform|matrix|x|fv , predicted 1st: 
Original: gl|uniform|matrix|x|fv , predicted 1st: 
Original: gl|blit|framebuffer , predicted 1st: 
Original: gl|renderbuffer|storage|multisample , predicted 1st: 
Original: gl|framebuffer|texture|layer , predicted 1st: 
Original: gl|flush|mapped|buffer|range , predicted 1st: flush|buffer|buffer|buffer
Original: gl|bind|vertex|array , predicted 1st: bind|array
Original: gl|delete|vertex|arrays , predicted 1st: delete
Original: gl|delete|vertex|arrays , predicted 1st: delete
Original: gl|gen|vertex|arrays , predicted 1st: 
Original: gl|gen|vertex|arrays , predicted 1st: 
Original: gl|is|vertex|array , predicted 1st: is|array
Original: gl|begin|transform|feedback , predicted 1st: set
Original: gl|end|transform|feedback , predicted 1st: run
Original: gl|bind|buffer|range , predicted 1st: bind|range|range
Original: gl|bind|buffer|base , predicted 1st: write|buffer
Original: gl|transform|feedback|varyings , predicted 1st: 
Original: gl|vertex|attrib|i|pointer , predicted 1st: 
Original: gl|get|vertex|attrib|iiv , predicted 1st: 
Original: gl|get|vertex|attrib|iuiv , predicted 1st: 
Original: gl|vertex|attrib|i|i , predicted 1st: 
Original: gl|vertex|attrib|i|ui , predicted 1st: 
Original: gl|get|uniformuiv , predicted 1st: 
Original: gl|get|frag|data|location , predicted 1st: get|data|data
Original: gl|uniform|uiv , predicted 1st: 
Original: gl|uniform|uiv , predicted 1st: 
Original: gl|uniform|uiv , predicted 1st: 
Original: gl|clear|bufferiv , predicted 1st: 
Original: gl|clear|bufferuiv , predicted 1st: 
Original: gl|clear|bufferfv , predicted 1st: 
Original: gl|clear|bufferfi , predicted 1st: 
Original: gl|get|stringi , predicted 1st: get
Original: gl|copy|buffer|sub|data , predicted 1st: write|write
Original: gl|get|uniform|indices , predicted 1st: 
Original: gl|get|active|uniformsiv , predicted 1st: 
Original: gl|get|uniform|block|index , predicted 1st: get|block
Original: gl|get|active|uniform|blockiv , predicted 1st: 
Original: gl|get|active|uniform|block|name , predicted 1st: block
Original: gl|get|active|uniform|block|name , predicted 1st: get|block
Original: gl|uniform|block|binding , predicted 1st: block|block|block
Original: gl|draw|arrays|instanced , predicted 1st: draw
Original: gl|draw|elements|instanced , predicted 1st: content
Original: gl|get|integer|v , predicted 1st: get|v
Original: gl|get|buffer|parameteri|v , predicted 1st: buffer
Original: gl|gen|samplers , predicted 1st: 
Original: gl|gen|samplers , predicted 1st: 
Original: gl|delete|samplers , predicted 1st: 
Original: gl|delete|samplers , predicted 1st: delete
Original: gl|is|sampler , predicted 1st: is
Original: gl|bind|sampler , predicted 1st: bind
Original: gl|sampler|parameteri , predicted 1st: 
Original: gl|sampler|parameteriv , predicted 1st: 
Original: gl|sampler|parameterf , predicted 1st: 
Original: gl|sampler|parameterfv , predicted 1st: 
Original: gl|get|sampler|parameteriv , predicted 1st: 
Original: gl|get|sampler|parameterfv , predicted 1st: 
Original: gl|vertex|attrib|divisor , predicted 1st: set
Original: gl|bind|transform|feedback , predicted 1st: transform
Original: gl|delete|transform|feedbacks , predicted 1st: delete|transform
Original: gl|delete|transform|feedbacks , predicted 1st: delete|transform
Original: gl|gen|transform|feedbacks , predicted 1st: 
Original: gl|gen|transform|feedbacks , predicted 1st: transform
Original: gl|is|transform|feedback , predicted 1st: is
Original: gl|pause|transform|feedback , predicted 1st: run
Original: gl|resume|transform|feedback , predicted 1st: run
Original: gl|program|parameteri , predicted 1st: set
Original: gl|invalidate|framebuffer , predicted 1st: 
Original: gl|invalidate|sub|framebuffer , predicted 1st: 
Original: is|global , predicted 1st: is
Original: is|global , predicted 1st: is
Original: validate , predicted 1st: is
Original: register , predicted 1st: add
Original: register , predicted 1st: register
Original: register , predicted 1st: register
Original: register , predicted 1st: register
Original: register , predicted 1st: register
Original: register , predicted 1st: register
Original: get|uniform|id , predicted 1st: get
Original: get|uniform|alias , predicted 1st: get
Original: init , predicted 1st: 
Original: begin , predicted 1st: set
Original: get|attribute|locations , predicted 1st: get|items
Original: render , predicted 1st: render
Original: render , predicted 1st: set|attributes
Original: end , predicted 1st: run
Original: dispose , predicted 1st: clear
Original: has , predicted 1st: is|input
Original: loc , predicted 1st: get|input
Original: set , predicted 1st: 
Original: set , predicted 1st: 
Original: set , predicted 1st: 
Original: set , predicted 1st: 
Original: set , predicted 1st: 
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set|float
Original: set , predicted 1st: set|float
Original: set , predicted 1st: 
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: 
Original: set , predicted 1st: 
Original: analyze , predicted 1st: 
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: idt , predicted 1st: 
Original: set , predicted 1st: set
Original: set , predicted 1st: do|transform
Original: lerp , predicted 1st: 
Original: lerp , predicted 1st: 
Original: to|matrix , predicted 1st: 
Original: reset , predicted 1st: run
Original: to|string , predicted 1st: to|string
Original: new|object , predicted 1st: create|transform
Original: begin , predicted 1st: after|end
Original: apply , predicted 1st: 
Original: end , predicted 1st: run
Original: apply|animation , predicted 1st: 
Original: apply|animations , predicted 1st: apply
Original: get|first|keyframe|index|at|time , predicted 1st: compare
Original: get|translation|at|time , predicted 1st: get
Original: get|rotation|at|time , predicted 1st: 
Original: get|scaling|at|time , predicted 1st: set
Original: get|node|animation|transform , predicted 1st: transform
Original: apply|node|animation|directly , predicted 1st: visit
Original: apply|node|animation|blending , predicted 1st: transform
Original: apply|animation , predicted 1st: 
Original: remove|animation , predicted 1st: 
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: update|action , predicted 1st: start|action
Original: debug|draw , predicted 1st: debug|debug
Original: get|surface|holder , predicted 1st: get
Original: create|gl|surface|view , predicted 1st: create|view
Original: get|holder , predicted 1st: get|holder
Original: on|destroy , predicted 1st: run
Original: get|holder , predicted 1st: get|holder
Original: on|destroy , predicted 1st: run
Original: on|destroy|gl|surface|view , predicted 1st: on|destroy
Original: resume , predicted 1st: resume
Original: on|draw|frame , predicted 1st: start
Original: log|managed|caches|status , predicted 1st: get|system|log|caches
